GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,85.15579888,85.15580,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,60.66906946,60.66907,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,226.2333797,226.23338,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,1187.924353,1187.92435,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2632.990293,2632.99029,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGELT1,<1 year,,FMLE,Female,,,,,,,,499.6959151,499.69592,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,53.78445639,53.78446,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,484.3474052,484.34741,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,786.1116194,786.11162,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,1827.624675,1827.62468,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,10598.18999,10598.18999,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,49596.22913,49596.22913,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,450.1763278,450.17633,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,776.6445311,776.64453,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,10298.56755,10298.56755,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,15724.91407,15724.91407,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,92.13090375,92.13090,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,500.7028237,500.70282,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,3325.508656,3325.50866,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,6653.148303,6653.14830,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,56.76720501,56.76721,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,245.3546778,245.35468,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,969.8884737,969.88847,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,2308.964156,2308.96416,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,42369.34909,42369.34909,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,97.84730465,97.84730,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,756.4027109,756.40271,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,1464.47479,1464.47479,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,8537.042332,8537.04233,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,15191.99422,15191.99422,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,443.6234727,443.62347,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,723.5308496,723.53085,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,6000.638959,6000.63896,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,11249.54424,11249.54424,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,0.000868101,0.00087,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,0.004744604,0.00474,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,0.031848243,0.03185,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,0.072278541,0.07228,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,0.001403587,0.00140,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0.001103313,0.00110,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,0.00954582,0.00955,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.022087658,0.02209,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.346550315,0.34655,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGELT1,<1 year,,MLE,Male,,,,,,,,0.006347489,0.00635,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,0.007474954,0.00747,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,0.012203709,0.01220,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,0.091455868,0.09146,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,0.20201479,0.20201,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,0.003297582,0.00330,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,0.007497485,0.00750,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,0.063830006,0.06383,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,0.132043054,0.13204,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,0.001005766,0.00101,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0.000890368,0.00089,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.018156156,0.01816,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,0.0462538,0.04625,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGELT1,<1 year,,FMLE,Female,,,,,,,,0.006723605,0.00672,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.000690954,0.00069,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,0.003709275,0.00371,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.008725694,0.00873,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,0.018923717,0.01892,,,,,
