,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),Numeric
6469,SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",2016,2016,,USA,United States of America,,,FMLE,Female,,,
6470,SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",2016,2016,,USA,United States of America,,,BTSX,Both sexes,,,
6471,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",1994,1994,,USA,United States of America,,,,,,,
6472,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2003,2003,,USA,United States of America,,,,,,,
6473,SA_0000001471,Alcohol-related road traffic crashes (% of all traffic crashes),2012,2012,,USA,United States of America,,,,,,,
6474,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2005,2005,,USA,United States of America,,,,,,,
6475,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",1998,1998,,USA,United States of America,,,,,,,
6476,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",1999,1999,,USA,United States of America,,,,,,,
6477,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2000,2000,,USA,United States of America,,,,,,,
6478,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",1993,1993,,USA,United States of America,,,,,,,
6479,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2001,2001,,USA,United States of America,,,,,,,
6480,SA_0000001471,Alcohol-related road traffic crashes (% of all traffic crashes),2013,2013,,USA,United States of America,,,,,,,
6481,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2003,2003,,USA,United States of America,,,,,,,
6482,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2004,2004,,USA,United States of America,,,,,,,
6483,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2002,2002,,USA,United States of America,,,,,,,
6484,SA_0000001471,Alcohol-related road traffic crashes (% of all traffic crashes),2008,2008,,USA,United States of America,,,,,,,
6485,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2006,2006,,USA,United States of America,,,,,,,
6486,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2008,2008,,USA,United States of America,,,,,,,
6487,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",1997,1997,,USA,United States of America,,,,,,,
6488,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2006,2006,,USA,United States of America,,,,,,,
6489,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2013,2013,,USA,United States of America,,,,,,,
6490,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2004,2004,,USA,United States of America,,,,,,,
6491,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2012,2012,,USA,United States of America,,,,,,,
6492,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2010,2010,,USA,United States of America,,,,,,,
6493,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",1995,1995,,USA,United States of America,,,,,,,
6494,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2008,2008,,USA,United States of America,,,,,,,
6495,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2000,2000,,USA,United States of America,,,,,,,
6496,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2007,2007,,USA,United States of America,,,,,,,
6497,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2014,2014,,USA,United States of America,,,,,,,
6498,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",1996,1996,,USA,United States of America,,,,,,,
6499,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2007,2007,,USA,United States of America,,,,,,,
6500,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2009,2009,,USA,United States of America,,,,,,,
6501,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2011,2011,,USA,United States of America,,,,,,,
6502,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2005,2005,,USA,United States of America,,,,,,,
6503,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2001,2001,,USA,United States of America,,,,,,,
6504,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2002,2002,,USA,United States of America,,,,,,,
6505,SA_0000001503,Alcoholic beverage legally defined,2016,2016,,USA,United States of America,,,,,,,
6506,SA_0000001502,Adopted written national policy on alcohol,2016,2016,,USA,United States of America,,,,,,,
6507,SA_0000001508,Advertising restrictions on cable television,2016,2016,,USA,United States of America,,,,,,,
6508,SA_0000001508,Advertising restrictions on cable television,2016,2016,,USA,United States of America,,,,,,,
6509,SA_0000001650,"Standard drink measures, in grams per unit",2004,2004,,USA,United States of America,,,,,,,14.00000
6510,SA_0000001507,Advertising restrictions on national television,2016,2016,,USA,United States of America,,,,,,,
6511,SA_0000001509,Advertising restrictions on national radio,2016,2016,,USA,United States of America,,,,,,,
6512,SA_0000001509,Advertising restrictions on national radio,2016,2016,,USA,United States of America,,,,,,,
6513,SA_0000001509,Advertising restrictions on national radio,2016,2016,,USA,United States of America,,,,,,,
6514,SA_0000001507,Advertising restrictions on national television,2016,2016,,USA,United States of America,,,,,,,
6515,SA_0000001507,Advertising restrictions on national television,2016,2016,,USA,United States of America,,,,,,,
6516,SA_0000001510,Advertising restrictions on local radio,2016,2016,,USA,United States of America,,,,,,,
6517,SA_0000001510,Advertising restrictions on local radio,2016,2016,,USA,United States of America,,,,,,,
6518,SA_0000001508,Advertising restrictions on cable television,2016,2016,,USA,United States of America,,,,,,,
6519,SA_0000001510,Advertising restrictions on local radio,2016,2016,,USA,United States of America,,,,,,,
6520,SA_0000001506,National legislation to prevent illegal alcohol,2016,2016,,USA,United States of America,,,,,,,
6521,SA_0000001506,National legislation to prevent illegal alcohol,2016,2016,,USA,United States of America,,,,,,,
6522,SA_0000001506,National legislation to prevent illegal alcohol,2016,2016,,USA,United States of America,,,,,,,
6523,SA_0000001513,Advertising restrictions on billboards,2016,2016,,USA,United States of America,,,,,,,
6524,SA_0000001515,Advertising restrictions on the internet,2016,2016,,USA,United States of America,,,,,,,
6525,SA_0000001511,Advertising restrictions in print media,2016,2016,,USA,United States of America,,,,,,,
6526,SA_0000001512,Advertising restrictions at cinemas,2016,2016,,USA,United States of America,,,,,,,
6527,SA_0000001514,Advertising restrictions at point-of-sale,2016,2016,,USA,United States of America,,,,,,,
6528,SA_0000001514,Advertising restrictions at point-of-sale,2016,2016,,USA,United States of America,,,,,,,
6529,SA_0000001511,Advertising restrictions in print media,2016,2016,,USA,United States of America,,,,,,,
6530,SA_0000001513,Advertising restrictions on billboards,2016,2016,,USA,United States of America,,,,,,,
6531,SA_0000001515,Advertising restrictions on the internet,2016,2016,,USA,United States of America,,,,,,,
6532,SA_0000001512,Advertising restrictions at cinemas,2016,2016,,USA,United States of America,,,,,,,
6533,SA_0000001512,Advertising restrictions at cinemas,2016,2016,,USA,United States of America,,,,,,,
6534,SA_0000001514,Advertising restrictions at point-of-sale,2016,2016,,USA,United States of America,,,,,,,
6535,SA_0000001515,Advertising restrictions on the internet,2016,2016,,USA,United States of America,,,,,,,
6536,SA_0000001516,Restrictions on product placement on national television,2016,2016,,USA,United States of America,,,,,,,
6537,SA_0000001517,Restrictions on product placement on cable television,2016,2016,,USA,United States of America,,,,,,,
6538,SA_0000001517,Restrictions on product placement on cable television,2016,2016,,USA,United States of America,,,,,,,
6539,SA_0000001511,Advertising restrictions in print media,2016,2016,,USA,United States of America,,,,,,,
6540,SA_0000001513,Advertising restrictions on billboards,2016,2016,,USA,United States of America,,,,,,,
6541,SA_0000001516,Restrictions on product placement on national television,2016,2016,,USA,United States of America,,,,,,,
6542,SA_0000001516,Restrictions on product placement on national television,2016,2016,,USA,United States of America,,,,,,,
6543,SA_0000001517,Restrictions on product placement on cable television,2016,2016,,USA,United States of America,,,,,,,
6544,SA_0000001521,Random breath testing (RBT) use,2016,2016,,USA,United States of America,,,,,,,
6545,SA_0000001550,Excise tax on alcoholic beverages,2016,2016,,USA,United States of America,,,,,,,
6546,SA_0000001550,Excise tax on alcoholic beverages,2016,2016,,USA,United States of America,,,,,,,
6547,SA_0000001550,Excise tax on alcoholic beverages,2016,2016,,USA,United States of America,,,,,,,
6548,SA_0000001549,Duty paid or excise stamp on alcohol container,2016,2016,,USA,United States of America,,,,,,,
6549,SA_0000001549,Duty paid or excise stamp on alcohol container,2016,2016,,USA,United States of America,,,,,,,
6550,SA_0000001549,Duty paid or excise stamp on alcohol container,2016,2016,,USA,United States of America,,,,,,,
6551,SA_0000001551,Value-added tax (VAT) on alcohol (%),2016,2016,,USA,United States of America,,,,,,,
6552,SA_0000001555,Health warning labels on alcohol containers,2016,2016,,USA,United States of America,,,,,,,
6553,SA_0000001554,Health warning labels on alcohol advertising,2016,2016,,USA,United States of America,,,,,,,
6554,SA_0000001528,Off-premise sales restrictions on outlet density,2016,2016,,USA,United States of America,,,,,,,
6555,SA_0000001530,Off-premise sales restrictions at petrol stations,2016,2016,,USA,United States of America,,,,,,,
6556,SA_0000001528,Off-premise sales restrictions on outlet density,2016,2016,,USA,United States of America,,,,,,,
6557,SA_0000001525,Off-premise sales restrictions on days,2016,2016,,USA,United States of America,,,,,,,
6558,SA_0000001526,Off-premise sales restrictions on hours,2016,2016,,USA,United States of America,,,,,,,
6559,SA_0000001529,Off-premise sales restrictions at specific events,2016,2016,,USA,United States of America,,,,,,,
6560,SA_0000001525,Off-premise sales restrictions on days,2016,2016,,USA,United States of America,,,,,,,
6561,SA_0000001528,Off-premise sales restrictions on outlet density,2016,2016,,USA,United States of America,,,,,,,
6562,SA_0000001527,Off-premise sales restrictions on places,2016,2016,,USA,United States of America,,,,,,,
6563,SA_0000001525,Off-premise sales restrictions on days,2016,2016,,USA,United States of America,,,,,,,
6564,SA_0000001527,Off-premise sales restrictions on places,2016,2016,,USA,United States of America,,,,,,,
6565,SA_0000001530,Off-premise sales restrictions at petrol stations,2016,2016,,USA,United States of America,,,,,,,
6566,SA_0000001530,Off-premise sales restrictions at petrol stations,2016,2016,,USA,United States of America,,,,,,,
6567,SA_0000001526,Off-premise sales restrictions on hours,2016,2016,,USA,United States of America,,,,,,,
6568,SA_0000001526,Off-premise sales restrictions on hours,2016,2016,,USA,United States of America,,,,,,,
6569,SA_0000001527,Off-premise sales restrictions on places,2016,2016,,USA,United States of America,,,,,,,
6570,SA_0000001529,Off-premise sales restrictions at specific events,2016,2016,,USA,United States of America,,,,,,,
6571,SA_0000001529,Off-premise sales restrictions at specific events,2016,2016,,USA,United States of America,,,,,,,
6572,SA_0000001534,On-premise sales restrictions on outlet density,2016,2016,,USA,United States of America,,,,,,,
6573,SA_0000001531,On-premise sales restrictions on days,2016,2016,,USA,United States of America,,,,,,,
6574,SA_0000001532,On-premise sales restrictions on hours,2016,2016,,USA,United States of America,,,,,,,
6575,SA_0000001532,On-premise sales restrictions on hours,2016,2016,,USA,United States of America,,,,,,,
6576,SA_0000001534,On-premise sales restrictions on outlet density,2016,2016,,USA,United States of America,,,,,,,
6577,SA_0000001531,On-premise sales restrictions on days,2016,2016,,USA,United States of America,,,,,,,
6578,SA_0000001531,On-premise sales restrictions on days,2016,2016,,USA,United States of America,,,,,,,
6579,SA_0000001532,On-premise sales restrictions on hours,2016,2016,,USA,United States of America,,,,,,,
6580,SA_0000001534,On-premise sales restrictions on outlet density,2016,2016,,USA,United States of America,,,,,,,
6581,SA_0000001533,On-premise sales restrictions on places,2016,2016,,USA,United States of America,,,,,,,
6582,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",2016,2016,,USA,United States of America,,,,,,,
6583,SA_0000001536,On-premise sales restrictions to intoxicated persons (archived),2016,2016,,USA,United States of America,,,,,,,
6584,SA_0000001536,On-premise sales restrictions to intoxicated persons (archived),2016,2016,,USA,United States of America,,,,,,,
6585,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),2016,2016,,USA,United States of America,,,,,,,
6586,SA_0000001536,On-premise sales restrictions to intoxicated persons (archived),2016,2016,,USA,United States of America,,,,,,,
6587,SA_0000001538,Restrictions on sponsorship of youth events,2016,2016,,USA,United States of America,,,,,,,
6588,SA_0000001533,On-premise sales restrictions on places,2016,2016,,USA,United States of America,,,,,,,
6589,SA_0000001533,On-premise sales restrictions on places,2016,2016,,USA,United States of America,,,,,,,
6590,SA_0000001535,On-premise sales restrictions at specific events,2016,2016,,USA,United States of America,,,,,,,
6591,SA_0000001535,On-premise sales restrictions at specific events,2016,2016,,USA,United States of America,,,,,,,
6592,SA_0000001537,Restrictions on sponsorship of sporting events,2016,2016,,USA,United States of America,,,,,,,
6593,SA_0000001535,On-premise sales restrictions at specific events,2016,2016,,USA,United States of America,,,,,,,
6594,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",2016,2016,,USA,United States of America,,,,,,,
6595,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),2016,2016,,USA,United States of America,,,,,,,
6596,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),2016,2016,,USA,United States of America,,,,,,,
6597,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),2016,2016,,USA,United States of America,,,,,,,
6598,SA_0000001537,Restrictions on sponsorship of sporting events,2016,2016,,USA,United States of America,,,,,,,
6599,SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),2016,2016,,USA,United States of America,,,,,,,
6600,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",2016,2016,,USA,United States of America,,,,,,,
