,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY)
4524,ODA_1,"Donor commitments (Million, constant 2009 US$)",2006,2006,High-income,USA,United States of America,,,,,,
4525,ODA_1,"Donor commitments (Million, constant 2009 US$)",2007,2007,High-income,USA,United States of America,,,,,,
4526,ODA_1,"Donor commitments (Million, constant 2009 US$)",2001,2001,High-income,USA,United States of America,,,,,,
4527,ODA_1,"Donor commitments (Million, constant 2009 US$)",2003,2003,High-income,USA,United States of America,,,,,,
4528,ODA_1,"Donor commitments (Million, constant 2009 US$)",2008,2008,High-income,USA,United States of America,,,,,,
4529,ODA_1,"Donor commitments (Million, constant 2009 US$)",2010,2010,High-income,USA,United States of America,,,,,,
4530,ODA_3,"Donor disbursements (Million, constant 2009 US$)",2002,2002,High-income,USA,United States of America,,,,,,
4531,ODA_3,"Donor disbursements (Million, constant 2009 US$)",2004,2004,High-income,USA,United States of America,,,,,,
4532,ODA_3,"Donor disbursements (Million, constant 2009 US$)",2009,2009,High-income,USA,United States of America,,,,,,
4533,WHS4_154,Antenatal care coverage - at least four visits (%),2013,2013,,USA,United States of America,,,,,,
4534,WHS4_154,Antenatal care coverage - at least four visits (%),2012,2012,,USA,United States of America,,,,,,
4535,ODA_1,"Donor commitments (Million, constant 2009 US$)",2000,2000,High-income,USA,United States of America,,,,,,
4536,ODA_1,"Donor commitments (Million, constant 2009 US$)",2002,2002,High-income,USA,United States of America,,,,,,
4537,ODA_1,"Donor commitments (Million, constant 2009 US$)",2009,2009,High-income,USA,United States of America,,,,,,
4538,ODA_3,"Donor disbursements (Million, constant 2009 US$)",2003,2003,High-income,USA,United States of America,,,,,,
4539,ODA_3,"Donor disbursements (Million, constant 2009 US$)",2010,2010,High-income,USA,United States of America,,,,,,
4540,WHS4_154,Antenatal care coverage - at least four visits (%),2015,2015,,USA,United States of America,,,,,,
4541,WHS4_154,Antenatal care coverage - at least four visits (%),2014,2014,,USA,United States of America,,,,,,
4542,WHS4_154,Antenatal care coverage - at least four visits (%),2010,2010,,USA,United States of America,,,,,,
4543,HRH_41,Number of licensed qualified surgeons actively working,2011,2011,,USA,United States of America,,,,,,
4544,HRH_43,Number of licensed qualified anaesthesiologists actively working,2011,2011,,USA,United States of America,,,,,,
4545,HRH_42,Number of licensed qualified obstetricians actively working,2011,2011,,USA,United States of America,,,,,,
4546,HRH_40,Biomedical engineers density (per 10 000 population),2017,2017,,USA,United States of America,,,,,,
4547,HRH_44,Number of biomedical engineers,2017,2017,,USA,United States of America,,,,,,
4548,HRH_40,Biomedical engineers density (per 10 000 population),2015,2015,,USA,United States of America,,,,,,
4549,HRH_40,Biomedical engineers density (per 10 000 population),2014,2014,,USA,United States of America,,,,,,
4550,HRH_45,Biomedical technicians density (per 10 000 population),2017,2017,,USA,United States of America,,,,,,
4551,HRH_46,Number of biomedical technicians,2017,2017,,USA,United States of America,,,,,,
4552,MALARIA_INDIG_STATUS,Status of indigenous malaria cases,2020,2020,,USA,United States of America,,,,,,
4553,MALARIA_EST_CASES,Estimated number of malaria cases,2020,2020,,USA,United States of America,,,,,,
4554,MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),2020,2020,,USA,United States of America,,,,,,
4555,MALARIA_INDIG,Number of indigenous malaria cases,2020,2020,,USA,United States of America,,,,,,
4556,MALARIA_EST_DEATHS,Estimated number of malaria deaths,2020,2020,,USA,United States of America,,,,,,
4557,MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2020,2020,,USA,United States of America,,,,,,
4558,MDG_0000000030,Smear-positive tuberculosis case-detection rate (%),2000,2000,,USA,United States of America,,,,,,
4559,MDG_0000000030,Smear-positive tuberculosis case-detection rate (%),2008,2008,,USA,United States of America,,,,,,
4560,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1990,1990,High-income,USA,United States of America,,,,,,
4561,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1991,1991,High-income,USA,United States of America,,,,,,
4562,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1992,1992,High-income,USA,United States of America,,,,,,
4563,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1993,1993,High-income,USA,United States of America,,,,,,
4564,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1995,1995,High-income,USA,United States of America,,,,,,
4565,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1996,1996,High-income,USA,United States of America,,,,,,
4566,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1998,1998,High-income,USA,United States of America,,,,,,
4567,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1999,1999,High-income,USA,United States of America,,,,,,
4568,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2001,2001,High-income,USA,United States of America,,,,,,
4569,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2002,2002,High-income,USA,United States of America,,,,,,
4570,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2004,2004,High-income,USA,United States of America,,,,,,
4571,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2005,2005,High-income,USA,United States of America,,,,,,
4572,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2007,2007,High-income,USA,United States of America,,,,,,
4573,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2008,2008,High-income,USA,United States of America,,,,,,
4574,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2009,2009,High-income,USA,United States of America,,,,,,
4575,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2010,2010,High-income,USA,United States of America,,,,,,
4576,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2011,2011,High-income,USA,United States of America,,,,,,
4577,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1994,1994,High-income,USA,United States of America,,,,,,
4578,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),1997,1997,High-income,USA,United States of America,,,,,,
4579,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2000,2000,High-income,USA,United States of America,,,,,,
4580,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2003,2003,High-income,USA,United States of America,,,,,,
4581,TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),2006,2006,High-income,USA,United States of America,,,,,,
4582,SA_0000001519,Minimum legal drinking age,2008,2008,,USA,United States of America,,,,,,
4583,TB_new_sn,New cases: pulmonary smear-negative,1993,1993,High-income,USA,United States of America,,,,,,
4584,TB_new_sn,New cases: pulmonary smear-negative,1995,1995,High-income,USA,United States of America,,,,,,
4585,TB_new_sn,New cases: pulmonary smear-negative,1996,1996,High-income,USA,United States of America,,,,,,
4586,TB_new_sn,New cases: pulmonary smear-negative,1998,1998,High-income,USA,United States of America,,,,,,
4587,TB_new_sn,New cases: pulmonary smear-negative,1999,1999,High-income,USA,United States of America,,,,,,
4588,TB_new_sn,New cases: pulmonary smear-negative,2001,2001,High-income,USA,United States of America,,,,,,
4589,TB_new_sn,New cases: pulmonary smear-negative,2002,2002,High-income,USA,United States of America,,,,,,
4590,TB_new_sn,New cases: pulmonary smear-negative,2004,2004,High-income,USA,United States of America,,,,,,
4591,TB_new_sn,New cases: pulmonary smear-negative,2005,2005,High-income,USA,United States of America,,,,,,
4592,TB_new_sn,New cases: pulmonary smear-negative,2007,2007,High-income,USA,United States of America,,,,,,
4593,TB_new_sn,New cases: pulmonary smear-negative,2008,2008,High-income,USA,United States of America,,,,,,
4594,TB_new_sn,New cases: pulmonary smear-negative,2009,2009,High-income,USA,United States of America,,,,,,
4595,TB_new_sn,New cases: pulmonary smear-negative,2010,2010,High-income,USA,United States of America,,,,,,
4596,TB_new_sn,New cases: pulmonary smear-negative,2011,2011,High-income,USA,United States of America,,,,,,
4597,TB_new_sn,New cases: pulmonary smear-negative,2012,2012,High-income,USA,United States of America,,,,,,
4598,TB_new_sn,New cases: pulmonary smear-negative,1994,1994,High-income,USA,United States of America,,,,,,
4599,TB_new_sn,New cases: pulmonary smear-negative,1997,1997,High-income,USA,United States of America,,,,,,
4600,TB_new_sn,New cases: pulmonary smear-negative,2000,2000,High-income,USA,United States of America,,,,,,
4601,TB_new_sn,New cases: pulmonary smear-negative,2003,2003,High-income,USA,United States of America,,,,,,
4602,TB_new_sn,New cases: pulmonary smear-negative,2006,2006,High-income,USA,United States of America,,,,,,
4603,TB_new_su,New cases: pulmonary smear unknown/not done,1993,1993,High-income,USA,United States of America,,,,,,
4604,TB_new_su,New cases: pulmonary smear unknown/not done,1995,1995,High-income,USA,United States of America,,,,,,
4605,TB_new_su,New cases: pulmonary smear unknown/not done,1996,1996,High-income,USA,United States of America,,,,,,
4606,TB_new_su,New cases: pulmonary smear unknown/not done,1998,1998,High-income,USA,United States of America,,,,,,
4607,TB_new_su,New cases: pulmonary smear unknown/not done,1999,1999,High-income,USA,United States of America,,,,,,
4608,TB_new_su,New cases: pulmonary smear unknown/not done,2001,2001,High-income,USA,United States of America,,,,,,
4609,TB_new_su,New cases: pulmonary smear unknown/not done,2002,2002,High-income,USA,United States of America,,,,,,
4610,TB_new_su,New cases: pulmonary smear unknown/not done,2004,2004,High-income,USA,United States of America,,,,,,
4611,TB_new_su,New cases: pulmonary smear unknown/not done,2005,2005,High-income,USA,United States of America,,,,,,
4612,TB_new_su,New cases: pulmonary smear unknown/not done,2007,2007,High-income,USA,United States of America,,,,,,
4613,TB_new_su,New cases: pulmonary smear unknown/not done,2008,2008,High-income,USA,United States of America,,,,,,
4614,TB_new_su,New cases: pulmonary smear unknown/not done,2009,2009,High-income,USA,United States of America,,,,,,
4615,TB_new_su,New cases: pulmonary smear unknown/not done,2010,2010,High-income,USA,United States of America,,,,,,
4616,TB_new_su,New cases: pulmonary smear unknown/not done,2011,2011,High-income,USA,United States of America,,,,,,
4617,TB_new_su,New cases: pulmonary smear unknown/not done,2012,2012,High-income,USA,United States of America,,,,,,
4618,TB_new_su,New cases: pulmonary smear unknown/not done,1994,1994,High-income,USA,United States of America,,,,,,
4619,TB_new_su,New cases: pulmonary smear unknown/not done,1997,1997,High-income,USA,United States of America,,,,,,
4620,TB_new_su,New cases: pulmonary smear unknown/not done,2000,2000,High-income,USA,United States of America,,,,,,
4621,TB_new_su,New cases: pulmonary smear unknown/not done,2003,2003,High-income,USA,United States of America,,,,,,
4622,TB_new_su,New cases: pulmonary smear unknown/not done,2006,2006,High-income,USA,United States of America,,,,,,
4623,TB_new_oth,New cases: other,1993,1993,High-income,USA,United States of America,,,,,,
4624,TB_new_oth,New cases: other,1995,1995,High-income,USA,United States of America,,,,,,
4625,TB_new_oth,New cases: other,1996,1996,High-income,USA,United States of America,,,,,,
4626,TB_new_oth,New cases: other,1998,1998,High-income,USA,United States of America,,,,,,
4627,TB_new_oth,New cases: other,1999,1999,High-income,USA,United States of America,,,,,,
4628,TB_new_oth,New cases: other,2001,2001,High-income,USA,United States of America,,,,,,
4629,TB_new_oth,New cases: other,2002,2002,High-income,USA,United States of America,,,,,,
4630,TB_new_oth,New cases: other,2004,2004,High-income,USA,United States of America,,,,,,
4631,TB_new_oth,New cases: other,2005,2005,High-income,USA,United States of America,,,,,,
4632,TB_new_oth,New cases: other,2007,2007,High-income,USA,United States of America,,,,,,
4633,TB_new_oth,New cases: other,2008,2008,High-income,USA,United States of America,,,,,,
4634,TB_new_oth,New cases: other,2009,2009,High-income,USA,United States of America,,,,,,
4635,TB_new_oth,New cases: other,2010,2010,High-income,USA,United States of America,,,,,,
4636,TB_new_oth,New cases: other,2011,2011,High-income,USA,United States of America,,,,,,
4637,TB_new_oth,New cases: other,2012,2012,High-income,USA,United States of America,,,,,,
4638,TB_new_oth,New cases: other,1994,1994,High-income,USA,United States of America,,,,,,
4639,TB_new_oth,New cases: other,1997,1997,High-income,USA,United States of America,,,,,,
4640,TB_new_oth,New cases: other,2000,2000,High-income,USA,United States of America,,,,,,
4641,TB_new_oth,New cases: other,2003,2003,High-income,USA,United States of America,,,,,,
4642,TB_new_oth,New cases: other,2006,2006,High-income,USA,United States of America,,,,,,
4643,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),2007,2007,High-income,USA,United States of America,,,,,,
4644,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),2007,2007,High-income,USA,United States of America,,,,,,
4645,TB_ret_oth,Retreatment cases: other,2007,2007,High-income,USA,United States of America,,,,,,
4646,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),1994,1994,High-income,USA,United States of America,,,,,,
4647,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),1995,1995,High-income,USA,United States of America,,,,,,
4648,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),1996,1996,High-income,USA,United States of America,,,,,,
4649,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),1997,1997,High-income,USA,United States of America,,,,,,
4650,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),1998,1998,High-income,USA,United States of America,,,,,,
4651,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),1999,1999,High-income,USA,United States of America,,,,,,
4652,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),2000,2000,High-income,USA,United States of America,,,,,,
4653,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),2001,2001,High-income,USA,United States of America,,,,,,
4654,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),2002,2002,High-income,USA,United States of America,,,,,,
4655,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),2003,2003,High-income,USA,United States of America,,,,,,
4656,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),2004,2004,High-income,USA,United States of America,,,,,,
4657,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),2005,2005,High-income,USA,United States of America,,,,,,
